# NormOfTensor
# [1] = n+4
# [2] = L2(sqrt(dFError^2))
4  0.029629748977118421788 
5  0.019742014793477948714 
6  0.0085229864372497552566 
7  0.0014374443349818813876 
8  0.00034298799962182411911 
9  0.00015832798787739137082 
10  2.1685672289754184073e-05 
11  4.8935576061855897803e-06 
12  1.7618815046192220078e-06 
13  1.4440729016070956991e-07 
14  5.5750459111579561133e-08 
15  1.210967765182964863e-08 
16  6.7817001524853325034e-10 
17  4.2618198958749117465e-10 
18  4.5751308838723267845e-11 
19  7.7871780964217984827e-12 
20  1.9820865280062507145e-12 
21  7.440751799959682321e-14 
22  5.6131532283956249444e-14 
23  1.6094328642379366212e-14 
24  1.7677227323907146802e-14 
25  2.1725570171981041245e-14 
26  2.5217002699556465769e-15 
27  9.7472518551261416536e-15 
28  3.0465707763572938593e-14 
29  4.1392676599407254801e-14 
30  5.4605781425758379467e-15 
31  5.2989610421290406779e-14 
32  1.9406952765072226358e-14 
